CUS_NO ; BRANCH ; BIRTH
10766;1032;450112   
10767;2022;620625   
10770;1014;470101   
10772;2018;390404   
10773;2012;380727   
10774;1027;590923   
10775;2014;331101   
10776;2007;480710   
10777;1006;280902   
10778;1007;170707   
10779;2002;320215   
10782;1001;350701   
10783;2012;480610   
10784;2006;330315   
10785;2020;230112   
10786;1030;600620   
10787;2020;481006   
10790;2011;360525   
10791;2028;550410   
10793;1016;570505   
10794;1033;630619   
10795;2013;400901   
10797;1006;560203   
10798;1025;691109   
10799;2024;520505   
10800;2018;360801   
10801;1022;610924   
10803;1006;480701   
10804;1010;530905   
10806;1007;510811   
10807;1029;570728   
10808;1009;340101   
10810;1031;590919   
10812;1001;410101   
10813;2025;320610   
10814;2008;560921   
10815;2017;500701   
10816;2020;391101   
10818;2028;461111   
10819;1008;600512   
10820;2018;340505   
10822;2025;470528   
10823;1005;541001   
10824;1030;330405   
10825;1030;610505   
10826;2019;570625   
10831;1025;530525   
10832;2013;300329   
10833;1009;630519   
10834;2025;490603   
10835;2013;280801   
10836;1030;450224   
10837;1001;260602   
10838;2012;310601   
10839;2013;530406   
10840;2010;451101   
10841;1008;270801   
10842;2025;600114   
10844;2012;531113   
10845;1021;430911   
10846;1001;531104   
10848;2012;560518   
10849;2010;650208   
10851;1011;550214   
10852;1025;610307   
10855;2003;490603   
10856;1030;070101   
10857;2002;370102   
10858;2029;380709   
10859;2002;500528   
10860;2023;300910   
10861;2002;370101   
10862;1016;560630   
10863;1001;560605   
10864;2002;531206   
10866;2013;520101   
10867;2028;640616   
10868;2003;191121   
10870;1001;590231   
10871;2004;271104   
10872;1011;071102   
10873;2004;610920   
10874;1004;350102   
10875;1001;570105   
10876;1022;661002   
10878;2024;440222   
10879;1001;290212   
10881;2010;650103   
10882;2029;551020   
10883;2021;520518   
10884;2028;630628   
10885;2012;600101   
10886;2016;560102   
10887;2015;410401   
10888;1022;410502   
10889;1015;280715   
10890;1007;460301   
10891;2006;520426   
10892;1031;520117   
10893;1009;550504   
10894;1026;180519   
10895;1019;350902   
10896;1005;530219   
10897;1010;440130   
10899;2023;570915   
10900;2023;150121   
10901;1031;270919   
10902;2020;560625   
10907;1001;421018   
10909;2003;570603   
10910;1003;571021   
10913;2001;340917   
10914;2007;230619   
10915;1011;670223   
10916;2015;511229   
10917;2002;380305   
10918;1001;350923   
10919;2014;450903   
10920;1001;550215   
10922;2022;530611   
10923;2015;530630   
10926;1027;401125   
10928;1001;320525   
10929;1006;250503   
10930;2016;490603   
10931;2018;570618   
10932;2013;631211   
10933;1027;120301   
10934;1029;161209   
10935;2014;450110   
10936;2012;490912   
10937;2013;550629   
10938;1009;160704   
10939;1014;450529   
10940;1021;521201   
10941;2025;361001   
10942;2006;420702   
10943;1027;280213   
10945;1030;651106   
10946;1007;590322   
10947;1005;580524   
10948;1006;350823   
10949;1020;500927   
10950;1025;050923   
10951;2021;510802   
10954;2012;460427   
10955;1019;320528   
10956;1011;490425   
10959;2022;380105   
10960;2015;400302   
10961;1022;590121   
10962;2021;480407   
10963;1001;471223   
10964;1013;610620   
10966;1032;570401   
10968;2017;360610   
10969;1025;100917   
10971;2024;500101   
10972;2024;550419   
10974;2003;500531   
10976;2025;460629   
10977;2006;490226   
10979;2026;520129   
10980;1001;600604   
10981;2028;260920   
10983;2001;380604   
10984;1021;450607   
10985;1030;540418   
10986;1031;460620   
10988;1027;610501   
10989;1033;560522   
10990;1015;630214   
10991;1011;170515   
10992;1033;450510   
10993;1019;420115   
10994;1029;421023   
10995;1026;401205   
10996;1021;390101   
10997;1011;441215   
10998;2002;460601   
11000;2002;590201   
11001;2017;390507   
11003;2024;431016   
11004;1010;380101   
11005;1004;390415   
11006;1011;401201   
11007;1031;310422   
11008;1022;310202   
11009;2025;580628   
11011;1022;341218   
11012;2025;410305   
11015;2010;510101   
11016;1010;270603   
11017;2025;231125   
11019;2025;611101   
11020;2021;621023   
11021;1009;360722   
11022;1031;610613   
11023;1026;421205   
11024;2021;600727   
11025;1006;590113   
11026;1007;620211   
11027;2016;520603   
11028;2017;420620   
11029;2016;301201   
11030;1021;310710   
11031;2022;550602   
11032;1027;440809   
11033;2015;540602   
11034;2029;560601   
11035;2024;270902   
11036;2007;350407   
11037;1015;521115   
11039;1025;340406   
11040;1031;430503   
11041;1014;560915   
11042;2009;340101   
11043;1008;370704   
11045;2002;381205   
11046;1001;400917   
11047;2002;251020   
11050;1019;440203   
11051;2011;530515   
11052;1009;421019   
11053;1013;480631   
11054;2013;260225   
11055;2020;341213   
11057;2029;600110   
11058;2002;430531   
11059;1029;441011   
11060;2015;561019   
11061;2021;380220   
11062;1021;600524   
11064;2013;270901   
11065;2011;370612   
11066;2019;530312   
11067;1007;490407   
11068;2013;401001   
11069;1007;420219   
11070;1020;381027   
11071;2013;470509   
11072;2017;530320   
11073;1029;460520   
11074;2010;460101   
11075;2003;630921   
11076;2013;410814   
11077;2006;401107   
11078;2007;441205   
11079;2028;390322   
11081;2017;580701   
11083;1031;161211   
11084;1034;460315   
11085;1025;400620   
11086;1008;610531   
11089;1011;390418   
11090;1026;640511   
11091;2002;431028   
11092;1020;750403   
11093;2003;650101   
11095;2012;510101   
11096;2014;430603   
11097;1025;470420   
11099;1001;040303   
11102;1014;521122   
11104;1032;531009   
11107;2026;540902   
11108;2003;380207   
11109;1026;420804   
11110;2018;240206   
11111;2015;190110   
11113;2020;520625   
11114;2028;460420   
11116;1010;571223   
11117;1006;550701   
11118;2001;430805   
11119;2003;370305   
11120;1007;560615   
11122;2014;330526   
11124;2017;520604   
11125;2007;280520   
11126;2008;250712   
11128;2028;630101   
11129;1001;560303   
11130;1001;381201   
11133;2002;340506   
11135;1013;430211   
11136;1001;330409   
11137;2028;340307   
11138;1030;601214   
11140;1001;430911   
11142;2013;400928   
11143;2017;390307   
11144;2024;571201   
11145;1001;600228   
11146;2024;290801   
11147;2029;370704   
11148;1009;461117   
11149;2026;070201   
11150;2002;450422   
11151;1001;540815   
11152;1011;220516   
11153;2007;620220   
11154;1030;500701   
11155;1006;141220   
11156;2007;581016   
11157;2024;220814   
11158;1011;281212   
11159;2014;591120   
11160;1001;500707   
11161;1032;490602   
11163;2010;540406   
11166;1033;361210   
11167;1020;470101   
11169;1027;480409   
11170;2021;380201   
11171;2002;470101   
11172;2023;450609   
11173;2006;291102   
11174;1009;570210   
11175;2029;620404   
11177;1007;390401   
11178;1027;590313   
11179;2012;191114   
11180;2029;480208   
11182;1033;430101   
11183;1008;400320   
11184;1031;380427   
11185;1001;281002   
11186;2010;420629   
11189;1011;460901   
11190;1010;341015   
11192;1033;580906   
11193;2007;320303   
11194;2025;390909   
11195;1004;590720   
11197;1032;520401   
11198;1006;370620   
11199;1022;610631   
11200;2004;120520   
11202;2019;380303   
11203;2028;220104   
11206;1001;630301   
11207;2029;470201   
11208;2029;490101   
11210;2017;550114   
11211;2006;460120   
11212;2006;390410   
11213;2006;451212   
11214;1031;480628   
11215;1011;431002   
11217;1007;520719   
11218;2007;451106   
11219;2003;370522   
11223;2004;381211   
11225;2003;590625   
11227;1001;580625   
11228;2021;350202   
11229;2009;330115   
11230;1009;211202   
11232;2002;450523   
11233;2021;450315   
11234;1006;440413   
11237;1012;350417   
11238;2022;520607   
11239;2024;310525   
11240;2019;200201   
11241;2024;570630   
11242;1031;331203   
11243;2018;661119   
11244;2029;151226   
11245;1010;590630   
11246;2023;640117   
11247;2010;410501   
11250;2023;610219   
11251;1029;490102   
11253;1009;171209   
11254;1022;491206   
11255;1013;431014   
11257;1022;511012   
11258;1015;580610   
11259;1033;271027   
11261;1008;390521   
11262;1009;220605   
11263;2023;301115   
11264;1027;370616   
11265;1014;490201   
11266;2015;520505   
11268;2016;371201   
11269;2020;630307   
11270;2026;370509   
11271;1010;160301   
11273;1020;390801   
11274;2007;350101   
11275;1016;440926   
11277;1003;540523   
11279;1013;690403   
11280;1006;280301   
11281;2021;420320   
11282;2003;550631   
11283;2026;580511   
11284;2002;360131   
11286;2026;190103   
11290;1021;531128   
11292;1034;730112   
11293;1022;601128   
11294;1025;160529   
11295;1001;330112   
11296;1010;050613   
11297;2011;480601   
11302;2019;520101   
11303;2021;410424   
11304;1019;320701   
11305;1010;500918   
11306;1014;331115   
11307;1007;520818   
11309;1025;430318   
11311;2003;450313   
11312;2021;650630   
11313;2017;550601   
11314;2010;450101   
11315;2020;590525   
11317;2009;500103   
11318;1027;400101   
11319;2017;240301   
11320;1020;310701   
11321;1008;600105   
11322;2011;391005   
11323;1009;560502   
11326;1010;551005   
11327;1033;300509   
11328;2029;211101   
11329;1006;650615   
11330;2017;461216   
11333;1029;400506   
11334;2013;440705   
11336;2017;361101   
11337;1007;581130   
11338;1033;540126   
11339;2025;600628   
11340;2026;200110   
11342;2020;320622   
11343;1015;510103   
11345;2017;430101   
11346;1029;560827   
11347;1027;520528   
11350;2025;431109   
11352;2017;460116   
11353;2023;590626   
11357;2011;320414   
11359;1016;590412   
11360;1016;621002   
11363;1008;181105   
11365;1031;800924   
11367;2029;361201   
11368;1021;380425   
11370;2015;270306   
11371;2029;501102   
11372;1031;270410   
11373;2021;480904   
11374;2015;451201   
11375;2002;571208   
11377;1020;500117   
11378;1006;560615   
11379;1025;370207   
11381;1001;590430   
11382;1015;330809   
11384;1022;571126   
11385;1022;620101   
11387;2025;470101   
11388;2017;031204   
11390;2017;540929   
11391;2013;410413   
11393;2021;610631   
11394;2020;470221   
11396;2022;221108   
11397;1016;440101   
11398;2020;260102   
11400;1027;370201   
11401;2002;240610   
11403;1022;210920   
11404;2010;171010   
11405;1027;580104   
11406;1007;440101   
11407;1007;530329   
11408;2016;410201   
11409;2013;540601   
11410;2002;111119   
11411;2020;411018   
11412;2020;620630   
11413;2001;460101   
11415;1026;640320   
11416;1029;390701   
11417;1025;270211   
11419;2018;290801   
11420;1026;830430   
11421;2017;450410   
11422;1020;440631   
11423;2024;610531   
11424;1001;570119   
11426;2023;291120   
11427;2022;440202   
11428;2006;370108   
11429;1014;570101   
11430;1026;351009   
11431;1027;481109   
11432;1001;550501   
11434;2020;531222   
11436;1025;240311   
11437;2001;490102   
11438;1029;431207   
11439;2017;470501   
11440;2018;500101   
11441;2016;560115   
11442;2023;330313   
11443;2015;470801   
11444;2017;551124   
11445;1031;610220   
11446;2017;530629   
11447;1021;580114   
11448;1029;600521   
11449;2006;570215   
11450;1001;390528   
11451;1026;581025   
11452;1022;430326   
11454;2029;510219   
11455;2012;281120   
11457;1022;450603   
11459;2012;570701   
11460;1025;360302   
11462;1013;460301   
11464;2012;430610   
11465;1021;530101   
11466;1006;541006   
11467;2015;450101   
11468;2014;270202   
11469;2023;420102   
11470;1011;360120   
11471;1019;410701   
11472;1019;431215   
11473;1032;520218   
11474;2018;621207   
11475;1009;320510   
11476;1007;440204   
11477;2021;290401   
11478;1014;360401   
11479;2022;380529   
11481;2026;410802   
11482;2014;550603   
11483;1021;350116   
11486;2009;320501   
11487;2011;420531   
11488;2017;480631   
11489;1001;580631   
11490;2007;360216   
11491;2020;381215   
11493;2020;330101   
11495;1010;320825   
11496;2012;400801   
11497;2002;521018   
11499;1004;470201   
11500;2017;110411   
11501;1033;600615   
11502;1022;420515   
11503;1001;450904   
11504;1029;290104   
11505;1027;490207   
11506;1033;571028   
11507;2017;430910   
11508;2017;480501   
11509;2026;301220   
11510;2017;830518   
11511;2007;310202   
11512;1034;450513   
11513;2007;590523   
11514;1011;410405   
11515;2010;490512   
11516;1031;500417   
11517;2022;570510   
11518;1030;560730   
11520;2015;450327   
11523;2002;430620   
11524;2029;600929   
11525;2028;320522   
11526;2002;581101   
11527;2022;421111   
11531;2009;240303   
11532;2010;420602   
11533;2015;151117   
11534;1029;380610   
11535;1021;461201   
11536;2015;330504   
11537;2018;461107   
11538;1029;510923   
11539;1025;371129   
11540;1014;460110   
11542;1009;550523   
11543;1026;650614   
11545;1021;260514   
11546;2020;470331   
11548;2017;090505   
11549;1016;710215   
11550;1031;410216   
11551;2015;540707   
11552;2022;460101   
11553;2015;480115   
11554;1015;410401   
11555;1019;320811   
11556;1032;541029   
11557;1020;610716   
11560;1030;640301   
11561;1025;581006   
11563;2021;480515   
11564;1031;480802   
11565;1009;550510   
11567;2006;591201   
11570;2014;590116   
11572;1022;230205   
11573;1007;601027   
11574;2012;350701   
11575;2006;310603   
11576;2019;390228   
11577;2006;541117   
11578;1029;540615   
11580;2017;290708   
11581;2028;610101   
11582;2003;430201   
11583;2021;590601   
11584;1015;580519   
11585;2014;400908   
11586;1016;571121   
11587;2015;641227   
11589;1031;400101   
11590;1029;441102   
11591;2029;261002   
11592;1001;410601   
11593;2015;420410   
11594;2010;490410   
11595;2028;250712   
11596;2007;280210   
11597;2020;431106   
11598;2006;510703   
11601;1033;610120   
11604;1014;260128   
11605;2004;510920   
11606;2028;280816   
11607;1011;471118   
11608;1010;350203   
11609;1010;480718   
11614;1021;480624   
